Campaign_Name,Campaign_Type,Recipient_ID,Delivery_Status,Open_Status,Click_Status,Conversion_Status,Engagement_Time,Sent_Timestamp,Opened_Timestamp,Clicked_Timestamp,Converted_Timestamp,Recipient_Age,Recipient_Gender,Recipient_Location,Click_Through_Rate
Winter Fest,SMS,442,Delivered,Not Opened,Not Clicked,Not Converted,216,2025-01-01 22:17:18,Not Opened,2025-01-19 08:42:17,2025-01-19 18:48:50,40,Non-Binary,Miami,0.0
New Product Launch,Email,443,Bounced,Opened,Not Clicked,Not Converted,107,2024-12-28 14:22:05,Not Opened,Not Clicked,Not Converted,39,Female,Chicago,0.0
Black Friday,SMS,444,Delivered,Not Opened,Not Clicked,Converted,43,2025-01-22 21:36:38,Not Opened,2025-01-01 18:22:44,Not Converted,55,Male,Houston,0.0
Summer Sale,Push Notification,445,Bounced,Not Opened,Not Clicked,Not Converted,554,2025-01-26 15:08:25,Not Opened,Not Clicked,2025-01-14 18:27:33,40,Non-Binary,Los Angeles,0.0
New Product Launch,Push Notification,446,Delivered,Opened,Clicked,Not Converted,303,2025-01-20 03:31:44,Not Opened,Not Clicked,2025-01-18 20:26:56,49,Male,San Francisco,1.0
Black Friday,Push Notification,447,Delivered,Not Opened,Not Clicked,Not Converted,6,2025-01-13 23:29:05,Not Opened,Not Clicked,2025-01-06 09:59:01,58,Non-Binary,Houston,0.0
Loyalty Program,Push Notification,448,Bounced,Opened,Not Clicked,Converted,548,2025-01-16 15:24:12,Not Opened,Not Clicked,2025-01-16 21:56:09,22,Non-Binary,Los Angeles,0.0
Black Friday,Email,449,Bounced,Not Opened,Not Clicked,Converted,270,2025-01-11 10:05:33,Not Opened,2025-01-12 19:47:58,Not Converted,63,Male,Miami,0.0
Holiday Specials,Email,450,Bounced,Opened,Clicked,Not Converted,97,2024-12-31 21:12:41,2025-01-11 19:35:31,2025-01-21 10:17:47,2025-01-23 13:18:21,38,Female,New York,0.0
Summer Sale,Email,451,Delivered,Not Opened,Not Clicked,Converted,237,2025-01-06 07:31:30,2025-01-24 11:38:24,Not Clicked,2024-12-31 02:44:59,52,Male,Los Angeles,0.0
Black Friday,SMS,452,Bounced,Opened,Not Clicked,Converted,53,2025-01-05 12:43:50,Not Opened,2025-01-04 02:48:31,Not Converted,21,Non-Binary,Los Angeles,0.0
Black Friday,SMS,453,Bounced,Opened,Not Clicked,Converted,305,2025-01-10 20:07:40,Not Opened,2025-01-21 23:07:58,Not Converted,19,Female,New York,0.0
New Product Launch,SMS,454,Bounced,Opened,Not Clicked,Not Converted,179,2025-01-08 18:38:13,Not Opened,2025-01-25 00:00:27,2024-12-30 08:23:39,27,Female,Los Angeles,0.0
Holiday Specials,SMS,455,Delivered,Opened,Clicked,Not Converted,530,2025-01-15 03:00:37,Not Opened,2025-01-14 07:34:03,Not Converted,61,Non-Binary,Houston,1.0
New Product Launch,SMS,456,Delivered,Not Opened,Not Clicked,Converted,216,2025-01-24 08:31:38,Not Opened,2025-01-02 07:43:31,Not Converted,27,Non-Binary,Los Angeles,0.0
Summer Sale,Email,457,Bounced,Opened,Not Clicked,Converted,260,2025-01-22 17:57:44,2024-12-31 21:42:32,2025-01-07 15:35:10,2025-01-12 09:22:05,18,Non-Binary,San Francisco,0.0
Loyalty Program,Email,458,Bounced,Opened,Not Clicked,Not Converted,429,2025-01-02 02:23:33,2025-01-12 05:16:52,Not Clicked,Not Converted,64,Female,Miami,0.0
Summer Sale,Email,459,Delivered,Not Opened,Clicked,Converted,521,2025-01-14 23:49:10,2025-01-05 03:46:47,2025-01-02 17:52:36,Not Converted,33,Male,San Francisco,1.0
Loyalty Program,Email,460,Delivered,Not Opened,Clicked,Not Converted,142,2025-01-02 10:00:46,2025-01-02 16:40:49,2025-01-25 17:11:31,2024-12-31 16:03:30,51,Male,Chicago,1.0
Holiday Specials,Push Notification,461,Bounced,Not Opened,Not Clicked,Not Converted,119,2025-01-25 14:55:04,Not Opened,2024-12-30 07:15:35,2025-01-26 04:01:09,65,Female,Chicago,0.0
Black Friday,Push Notification,462,Bounced,Not Opened,Clicked,Not Converted,358,2024-12-29 23:21:43,2025-01-15 03:18:00,Not Clicked,2025-01-13 13:08:43,34,Non-Binary,New York,0.0
Loyalty Program,SMS,463,Delivered,Opened,Clicked,Converted,594,2025-01-09 15:46:09,Not Opened,Not Clicked,2025-01-13 02:38:31,23,Non-Binary,Chicago,1.0
Loyalty Program,Email,464,Delivered,Not Opened,Clicked,Not Converted,250,2025-01-14 01:51:13,2025-01-25 03:34:45,2025-01-04 03:21:36,2025-01-15 09:12:13,53,Non-Binary,New York,1.0
Winter Fest,Email,465,Delivered,Not Opened,Not Clicked,Not Converted,431,2024-12-31 18:18:08,Not Opened,2025-01-09 21:12:17,Not Converted,58,Male,Houston,0.0
Winter Fest,Email,466,Delivered,Opened,Clicked,Converted,410,2025-01-26 12:27:15,Not Opened,Not Clicked,2024-12-31 11:20:20,56,Male,San Francisco,1.0
Loyalty Program,Push Notification,467,Delivered,Opened,Not Clicked,Not Converted,170,2025-01-26 10:14:52,2025-01-11 07:15:10,2025-01-23 15:30:15,Not Converted,58,Female,Houston,0.0
Winter Fest,Push Notification,468,Bounced,Not Opened,Clicked,Not Converted,573,2025-01-20 11:13:16,Not Opened,2025-01-15 19:00:13,Not Converted,39,Male,Los Angeles,0.0
Summer Sale,Push Notification,469,Bounced,Opened,Not Clicked,Converted,547,2025-01-23 11:33:49,Not Opened,Not Clicked,Not Converted,35,Female,Miami,0.0
Black Friday,Email,470,Delivered,Not Opened,Clicked,Converted,66,2025-01-15 17:29:15,2025-01-19 09:50:39,Not Clicked,2024-12-29 02:56:08,65,Female,San Francisco,1.0
Summer Sale,Email,471,Bounced,Opened,Clicked,Not Converted,201,2025-01-14 04:42:25,Not Opened,Not Clicked,Not Converted,32,Non-Binary,Chicago,0.0
New Product Launch,SMS,472,Delivered,Not Opened,Not Clicked,Converted,226,2025-01-03 15:45:32,2025-01-22 02:26:06,2025-01-05 06:06:46,Not Converted,56,Male,Miami,0.0
Black Friday,Email,473,Delivered,Opened,Clicked,Not Converted,534,2025-01-12 09:36:19,Not Opened,Not Clicked,2025-01-05 21:29:55,44,Non-Binary,Chicago,1.0
Black Friday,SMS,474,Delivered,Opened,Clicked,Not Converted,416,2025-01-08 01:18:23,2025-01-14 20:29:51,2025-01-08 17:34:49,Not Converted,61,Male,Chicago,1.0
Black Friday,Email,475,Delivered,Opened,Clicked,Not Converted,343,2025-01-22 08:48:43,Not Opened,2025-01-15 22:40:15,Not Converted,20,Male,San Francisco,1.0
Winter Fest,SMS,476,Delivered,Not Opened,Not Clicked,Converted,42,2025-01-26 04:38:24,Not Opened,Not Clicked,2025-01-04 14:23:43,42,Female,New York,0.0
New Product Launch,Push Notification,477,Delivered,Opened,Clicked,Converted,1,2025-01-17 04:31:36,Not Opened,2025-01-09 19:21:05,2025-01-02 10:32:12,59,Male,San Francisco,1.0
New Product Launch,Email,478,Bounced,Opened,Clicked,Converted,588,2025-01-19 06:11:52,Not Opened,2025-01-13 05:26:53,Not Converted,44,Non-Binary,Los Angeles,0.0
Black Friday,Push Notification,479,Bounced,Opened,Not Clicked,Converted,395,2025-01-21 20:40:14,Not Opened,Not Clicked,Not Converted,63,Male,Houston,0.0
Loyalty Program,SMS,480,Bounced,Not Opened,Clicked,Converted,454,2025-01-16 09:13:09,2024-12-31 08:41:32,2025-01-01 11:17:22,2025-01-09 00:09:32,33,Female,Miami,0.0
Winter Fest,Push Notification,481,Bounced,Not Opened,Not Clicked,Converted,435,2025-01-17 10:30:02,Not Opened,2025-01-11 21:27:01,Not Converted,27,Female,San Francisco,0.0
New Product Launch,Push Notification,482,Bounced,Opened,Not Clicked,Not Converted,506,2025-01-19 20:22:12,Not Opened,2025-01-12 15:10:14,2025-01-10 10:42:51,30,Male,San Francisco,0.0
Holiday Specials,Email,483,Delivered,Opened,Not Clicked,Not Converted,114,2025-01-16 12:49:06,2025-01-05 07:21:09,2024-12-28 17:50:07,Not Converted,39,Male,Chicago,0.0
Loyalty Program,Push Notification,484,Delivered,Not Opened,Clicked,Converted,360,2025-01-04 19:25:28,Not Opened,Not Clicked,Not Converted,20,Female,San Francisco,1.0
New Product Launch,SMS,485,Bounced,Not Opened,Clicked,Converted,191,2025-01-05 01:41:35,Not Opened,Not Clicked,2025-01-25 03:26:19,45,Non-Binary,Miami,0.0
Loyalty Program,Email,486,Delivered,Not Opened,Clicked,Converted,436,2024-12-31 23:56:59,2025-01-14 14:45:56,Not Clicked,2025-01-08 16:38:51,28,Non-Binary,San Francisco,1.0
New Product Launch,SMS,487,Bounced,Opened,Clicked,Converted,76,2025-01-14 01:41:54,2024-12-29 04:20:21,2025-01-17 02:02:07,2025-01-07 10:47:45,54,Non-Binary,Chicago,0.0
Holiday Specials,SMS,488,Delivered,Opened,Not Clicked,Not Converted,17,2025-01-20 03:52:23,2025-01-26 09:59:38,Not Clicked,2025-01-23 18:33:33,19,Non-Binary,Miami,0.0
Black Friday,SMS,489,Bounced,Opened,Clicked,Not Converted,48,2025-01-02 13:54:44,Not Opened,2024-12-31 13:10:31,Not Converted,23,Female,Los Angeles,0.0
Winter Fest,SMS,490,Bounced,Not Opened,Not Clicked,Converted,96,2025-01-16 14:43:15,2025-01-04 14:41:24,Not Clicked,2025-01-23 09:59:43,44,Non-Binary,New York,0.0
Holiday Specials,Push Notification,491,Bounced,Opened,Clicked,Not Converted,333,2025-01-24 17:27:54,Not Opened,2025-01-17 14:21:33,Not Converted,24,Male,New York,0.0
New Product Launch,Email,492,Bounced,Not Opened,Clicked,Converted,570,2025-01-07 13:06:14,Not Opened,2024-12-29 05:59:38,Not Converted,44,Non-Binary,New York,0.0
Loyalty Program,SMS,493,Bounced,Not Opened,Not Clicked,Not Converted,370,2025-01-10 22:19:06,Not Opened,2025-01-03 07:22:17,Not Converted,53,Male,Los Angeles,0.0
Summer Sale,Push Notification,494,Delivered,Not Opened,Not Clicked,Not Converted,48,2025-01-08 22:47:42,Not Opened,Not Clicked,Not Converted,65,Male,San Francisco,0.0
Holiday Specials,Email,495,Bounced,Opened,Clicked,Converted,345,2024-12-29 21:43:33,2025-01-13 04:04:46,2025-01-11 10:44:14,2025-01-02 09:00:29,49,Non-Binary,Miami,0.0
Summer Sale,Email,496,Delivered,Not Opened,Not Clicked,Not Converted,413,2025-01-08 15:08:34,2025-01-17 21:51:05,Not Clicked,Not Converted,40,Male,Miami,0.0
Summer Sale,SMS,497,Bounced,Not Opened,Clicked,Converted,227,2025-01-06 17:57:36,2025-01-02 18:20:17,Not Clicked,Not Converted,24,Female,Houston,0.0
Summer Sale,SMS,498,Bounced,Not Opened,Clicked,Converted,168,2025-01-08 11:24:02,Not Opened,Not Clicked,2025-01-05 09:42:53,57,Male,San Francisco,0.0
Summer Sale,Push Notification,499,Delivered,Not Opened,Not Clicked,Not Converted,239,2025-01-13 23:22:13,Not Opened,2025-01-13 02:34:31,Not Converted,33,Female,New York,0.0
Winter Fest,SMS,500,Delivered,Opened,Not Clicked,Not Converted,49,2025-01-22 05:11:36,Not Opened,2025-01-12 12:26:43,Not Converted,48,Female,Houston,0.0
Loyalty Program,Push Notification,501,Bounced,Not Opened,Clicked,Converted,459,2025-01-13 21:49:29,2025-01-23 02:09:08,2025-01-26 16:22:09,Not Converted,46,Male,San Francisco,0.0
Winter Fest,Email,502,Bounced,Not Opened,Clicked,Converted,300,2025-01-20 00:09:10,Not Opened,Not Clicked,2025-01-21 01:06:41,35,Male,Houston,0.0
Loyalty Program,SMS,503,Delivered,Opened,Not Clicked,Not Converted,380,2025-01-21 05:55:53,Not Opened,2025-01-01 17:28:47,2025-01-05 12:16:28,19,Male,Los Angeles,0.0
Loyalty Program,Push Notification,504,Bounced,Not Opened,Clicked,Not Converted,284,2025-01-21 17:31:19,Not Opened,Not Clicked,2024-12-29 01:25:45,27,Male,San Francisco,0.0
Holiday Specials,Email,505,Bounced,Opened,Clicked,Not Converted,353,2025-01-16 12:01:23,2025-01-05 07:35:30,Not Clicked,2024-12-28 12:40:46,58,Non-Binary,Los Angeles,0.0
Winter Fest,SMS,506,Delivered,Not Opened,Not Clicked,Not Converted,11,2025-01-11 23:15:12,Not Opened,2025-01-18 11:49:29,2025-01-10 13:33:48,29,Female,Los Angeles,0.0
New Product Launch,Email,507,Bounced,Not Opened,Clicked,Not Converted,272,2024-12-31 23:07:11,Not Opened,2024-12-31 08:04:12,2025-01-11 00:31:42,29,Male,Miami,0.0
Winter Fest,SMS,508,Delivered,Not Opened,Clicked,Not Converted,114,2024-12-30 20:56:54,2025-01-08 19:00:41,Not Clicked,Not Converted,56,Male,San Francisco,1.0
New Product Launch,Push Notification,509,Delivered,Not Opened,Clicked,Converted,57,2025-01-08 03:11:14,2025-01-03 12:16:55,Not Clicked,2025-01-16 00:54:40,38,Female,San Francisco,1.0
Summer Sale,Push Notification,510,Bounced,Opened,Not Clicked,Converted,41,2025-01-07 20:59:50,Not Opened,2025-01-16 22:37:38,Not Converted,20,Male,Chicago,0.0
Loyalty Program,Push Notification,511,Bounced,Opened,Not Clicked,Not Converted,17,2025-01-22 15:26:08,2025-01-08 06:32:57,2025-01-21 05:27:03,2025-01-21 23:42:17,24,Female,Los Angeles,0.0
Summer Sale,Email,512,Bounced,Opened,Clicked,Converted,335,2025-01-20 13:50:28,Not Opened,Not Clicked,2025-01-08 12:59:25,59,Female,Miami,0.0
Holiday Specials,Email,513,Delivered,Opened,Not Clicked,Not Converted,188,2025-01-22 08:25:29,2025-01-24 04:16:06,2025-01-22 11:47:47,2025-01-04 18:26:52,64,Male,Chicago,0.0
Holiday Specials,Push Notification,514,Delivered,Opened,Not Clicked,Not Converted,166,2025-01-16 18:44:06,Not Opened,Not Clicked,2025-01-16 08:40:59,41,Male,Los Angeles,0.0
Holiday Specials,Email,515,Delivered,Not Opened,Not Clicked,Not Converted,386,2025-01-22 11:55:16,Not Opened,Not Clicked,2025-01-21 13:18:13,51,Male,Los Angeles,0.0
Holiday Specials,Email,516,Delivered,Opened,Clicked,Not Converted,255,2025-01-10 22:50:45,Not Opened,Not Clicked,Not Converted,54,Male,San Francisco,1.0
New Product Launch,Email,517,Delivered,Not Opened,Not Clicked,Converted,481,2025-01-10 03:13:12,Not Opened,Not Clicked,2025-01-22 04:54:38,22,Non-Binary,San Francisco,0.0
Black Friday,Email,518,Delivered,Opened,Clicked,Not Converted,215,2025-01-16 15:43:52,2025-01-24 19:25:31,2025-01-12 09:25:11,2025-01-19 22:15:03,30,Male,San Francisco,1.0
Black Friday,SMS,519,Delivered,Opened,Clicked,Not Converted,98,2025-01-19 01:51:09,2025-01-17 00:58:03,Not Clicked,Not Converted,35,Male,San Francisco,1.0
Holiday Specials,Email,520,Delivered,Opened,Not Clicked,Not Converted,470,2025-01-23 17:44:00,Not Opened,Not Clicked,Not Converted,44,Male,San Francisco,0.0
Summer Sale,SMS,521,Delivered,Not Opened,Clicked,Converted,246,2025-01-16 13:09:02,2024-12-31 06:44:43,Not Clicked,2025-01-18 20:50:10,59,Non-Binary,Chicago,1.0
Winter Fest,Email,522,Bounced,Opened,Clicked,Not Converted,403,2025-01-15 04:57:33,2025-01-03 15:37:37,2025-01-20 19:35:33,2025-01-06 18:38:19,49,Male,New York,0.0
Black Friday,SMS,523,Bounced,Opened,Not Clicked,Not Converted,186,2025-01-11 21:56:18,Not Opened,2025-01-24 07:34:15,2025-01-14 00:30:50,54,Male,Los Angeles,0.0
Winter Fest,Push Notification,524,Delivered,Opened,Not Clicked,Not Converted,583,2025-01-13 10:21:23,Not Opened,Not Clicked,Not Converted,34,Male,San Francisco,0.0
Holiday Specials,SMS,525,Delivered,Opened,Clicked,Converted,111,2024-12-28 09:37:12,Not Opened,Not Clicked,2024-12-31 00:24:08,64,Female,Chicago,1.0
Black Friday,Push Notification,526,Delivered,Opened,Not Clicked,Not Converted,53,2025-01-25 14:24:20,2025-01-08 09:51:27,Not Clicked,2024-12-30 14:20:00,18,Female,Chicago,0.0
Black Friday,Push Notification,527,Bounced,Opened,Not Clicked,Not Converted,441,2024-12-29 05:05:09,Not Opened,2025-01-17 00:53:39,2025-01-09 16:00:04,41,Male,Chicago,0.0
Black Friday,Push Notification,528,Bounced,Not Opened,Not Clicked,Not Converted,210,2025-01-08 23:40:26,2025-01-20 10:25:58,2025-01-21 22:58:14,Not Converted,48,Female,Los Angeles,0.0
Loyalty Program,SMS,529,Delivered,Opened,Clicked,Converted,534,2025-01-04 20:48:34,2025-01-03 21:58:47,Not Clicked,Not Converted,46,Non-Binary,Chicago,1.0
Summer Sale,Email,530,Bounced,Not Opened,Not Clicked,Converted,369,2025-01-07 01:08:46,Not Opened,Not Clicked,Not Converted,47,Female,Houston,0.0
Loyalty Program,Email,531,Delivered,Not Opened,Clicked,Converted,298,2025-01-22 16:39:43,2025-01-04 09:55:53,Not Clicked,Not Converted,30,Female,Miami,1.0
Loyalty Program,Email,532,Delivered,Opened,Clicked,Converted,307,2025-01-24 00:36:21,2025-01-02 22:14:22,Not Clicked,Not Converted,34,Male,San Francisco,1.0
Summer Sale,SMS,533,Delivered,Opened,Not Clicked,Converted,154,2024-12-28 02:40:11,2025-01-08 06:09:24,2025-01-09 17:02:03,Not Converted,21,Female,New York,0.0
Summer Sale,SMS,534,Bounced,Opened,Clicked,Converted,268,2025-01-10 09:43:32,Not Opened,Not Clicked,Not Converted,49,Non-Binary,Chicago,0.0
Winter Fest,Email,535,Bounced,Not Opened,Not Clicked,Converted,505,2025-01-16 09:49:51,2025-01-25 21:16:07,2025-01-12 03:12:08,Not Converted,23,Male,Houston,0.0
Loyalty Program,Push Notification,536,Bounced,Opened,Not Clicked,Converted,386,2025-01-14 02:24:41,Not Opened,2025-01-03 03:40:44,2025-01-21 11:42:47,21,Non-Binary,Los Angeles,0.0
New Product Launch,SMS,537,Delivered,Not Opened,Clicked,Converted,293,2025-01-03 09:13:43,Not Opened,2025-01-01 03:45:52,Not Converted,19,Male,Chicago,1.0
Holiday Specials,SMS,538,Delivered,Opened,Clicked,Not Converted,577,2024-12-30 19:03:49,2025-01-19 15:58:36,Not Clicked,2025-01-17 13:16:02,58,Non-Binary,San Francisco,1.0
Holiday Specials,Push Notification,539,Delivered,Not Opened,Not Clicked,Not Converted,455,2025-01-01 19:15:25,2025-01-01 15:37:03,Not Clicked,2025-01-04 13:05:38,63,Male,Los Angeles,0.0
Winter Fest,Email,540,Delivered,Opened,Clicked,Converted,198,2025-01-09 04:32:31,Not Opened,Not Clicked,2025-01-06 08:13:35,26,Male,New York,1.0
Holiday Specials,Email,541,Bounced,Not Opened,Clicked,Not Converted,485,2024-12-29 02:09:21,2025-01-25 20:11:03,Not Clicked,2025-01-03 05:23:40,48,Female,San Francisco,0.0
Black Friday,Push Notification,542,Delivered,Not Opened,Clicked,Not Converted,508,2024-12-30 18:56:56,Not Opened,Not Clicked,Not Converted,42,Female,New York,1.0
Loyalty Program,Push Notification,543,Delivered,Not Opened,Clicked,Not Converted,304,2025-01-22 09:19:36,Not Opened,2025-01-14 03:09:58,2025-01-17 07:18:06,52,Female,San Francisco,1.0
Loyalty Program,Push Notification,544,Bounced,Opened,Not Clicked,Not Converted,285,2025-01-05 03:54:18,Not Opened,Not Clicked,2025-01-11 19:17:26,43,Male,Los Angeles,0.0
Black Friday,Email,545,Bounced,Not Opened,Not Clicked,Not Converted,568,2025-01-19 23:56:16,2025-01-18 16:22:37,Not Clicked,Not Converted,47,Male,Chicago,0.0
Holiday Specials,SMS,546,Delivered,Opened,Not Clicked,Not Converted,276,2024-12-28 19:49:32,Not Opened,Not Clicked,2025-01-15 21:54:43,43,Male,Los Angeles,0.0
Summer Sale,Email,547,Delivered,Opened,Not Clicked,Converted,268,2025-01-16 13:07:08,Not Opened,Not Clicked,2025-01-22 19:17:55,26,Non-Binary,Houston,0.0
Black Friday,SMS,548,Delivered,Not Opened,Not Clicked,Converted,534,2025-01-24 19:50:47,Not Opened,2025-01-25 09:05:48,Not Converted,49,Non-Binary,Miami,0.0
Black Friday,SMS,549,Bounced,Opened,Clicked,Converted,417,2025-01-22 22:39:52,2025-01-25 00:00:04,Not Clicked,2024-12-29 19:41:18,45,Female,Chicago,0.0
Summer Sale,Push Notification,550,Delivered,Not Opened,Not Clicked,Not Converted,502,2025-01-16 13:09:47,2025-01-07 03:46:42,2025-01-04 22:46:40,Not Converted,34,Female,San Francisco,0.0
New Product Launch,Push Notification,551,Delivered,Opened,Not Clicked,Converted,441,2024-12-31 14:36:09,Not Opened,Not Clicked,Not Converted,24,Female,New York,0.0
Winter Fest,Email,552,Bounced,Opened,Not Clicked,Converted,466,2025-01-25 10:54:20,2025-01-17 14:28:26,Not Clicked,Not Converted,28,Non-Binary,San Francisco,0.0
New Product Launch,SMS,553,Delivered,Not Opened,Clicked,Not Converted,158,2025-01-01 18:02:09,2025-01-13 22:23:04,Not Clicked,Not Converted,46,Female,Houston,1.0
Loyalty Program,Email,554,Bounced,Opened,Not Clicked,Not Converted,23,2025-01-21 19:28:51,Not Opened,Not Clicked,2025-01-18 17:45:40,50,Non-Binary,Chicago,0.0
Holiday Specials,SMS,555,Delivered,Opened,Not Clicked,Not Converted,119,2025-01-05 00:00:02,Not Opened,2025-01-19 10:30:42,Not Converted,55,Male,Miami,0.0
New Product Launch,Email,556,Delivered,Not Opened,Clicked,Converted,501,2025-01-14 10:14:51,Not Opened,2025-01-07 17:59:01,2025-01-09 20:36:19,23,Non-Binary,Los Angeles,1.0
Holiday Specials,SMS,557,Delivered,Opened,Not Clicked,Converted,65,2025-01-01 09:03:00,Not Opened,Not Clicked,2025-01-14 15:02:44,34,Male,Los Angeles,0.0
Black Friday,Email,558,Delivered,Not Opened,Not Clicked,Not Converted,88,2025-01-24 18:27:34,2025-01-12 03:29:35,Not Clicked,Not Converted,23,Female,San Francisco,0.0
Black Friday,Email,559,Delivered,Opened,Clicked,Not Converted,446,2025-01-25 08:20:50,Not Opened,Not Clicked,Not Converted,42,Male,Chicago,1.0
Summer Sale,Push Notification,560,Delivered,Not Opened,Clicked,Converted,553,2024-12-31 12:44:57,2025-01-19 22:47:57,Not Clicked,2025-01-06 06:01:18,19,Male,San Francisco,1.0
Winter Fest,Email,561,Delivered,Not Opened,Not Clicked,Converted,561,2024-12-31 09:19:04,2025-01-06 05:45:44,Not Clicked,Not Converted,33,Male,Miami,0.0
Holiday Specials,SMS,562,Bounced,Opened,Clicked,Converted,121,2025-01-13 01:09:38,2025-01-14 14:53:19,2025-01-24 21:09:51,2025-01-01 14:18:57,49,Female,Chicago,0.0
Holiday Specials,Email,563,Bounced,Opened,Not Clicked,Not Converted,359,2025-01-16 12:04:42,Not Opened,2025-01-26 01:11:15,Not Converted,18,Male,San Francisco,0.0
Summer Sale,Push Notification,564,Delivered,Opened,Not Clicked,Not Converted,213,2025-01-16 16:19:03,Not Opened,Not Clicked,2025-01-13 10:51:28,46,Male,Chicago,0.0
Winter Fest,SMS,565,Delivered,Not Opened,Not Clicked,Not Converted,454,2025-01-24 20:28:20,2025-01-03 09:33:15,Not Clicked,Not Converted,24,Male,Miami,0.0
Winter Fest,SMS,566,Delivered,Opened,Clicked,Not Converted,210,2025-01-14 02:09:48,2025-01-04 06:22:57,Not Clicked,2024-12-28 07:02:59,42,Male,San Francisco,1.0
Winter Fest,SMS,567,Delivered,Opened,Not Clicked,Not Converted,554,2024-12-29 11:32:46,Not Opened,Not Clicked,Not Converted,59,Female,Chicago,0.0
Summer Sale,Email,568,Delivered,Opened,Not Clicked,Not Converted,109,2025-01-15 16:46:21,Not Opened,2025-01-01 14:41:06,2025-01-08 21:31:21,42,Female,San Francisco,0.0
Black Friday,SMS,569,Bounced,Not Opened,Not Clicked,Not Converted,94,2024-12-31 08:48:49,2025-01-06 02:19:34,2025-01-09 13:57:24,2025-01-01 07:12:36,45,Female,Miami,0.0
Summer Sale,SMS,570,Delivered,Opened,Not Clicked,Not Converted,221,2025-01-22 23:56:31,Not Opened,Not Clicked,2025-01-02 08:08:10,54,Non-Binary,San Francisco,0.0
Holiday Specials,Push Notification,571,Bounced,Opened,Not Clicked,Not Converted,420,2025-01-25 06:09:34,Not Opened,Not Clicked,2024-12-31 18:14:30,32,Female,Houston,0.0
Loyalty Program,Push Notification,572,Delivered,Opened,Not Clicked,Converted,298,2025-01-25 03:58:23,Not Opened,Not Clicked,Not Converted,49,Male,Los Angeles,0.0
New Product Launch,SMS,573,Bounced,Opened,Not Clicked,Not Converted,45,2025-01-02 02:52:13,Not Opened,2025-01-06 08:18:03,Not Converted,61,Female,San Francisco,0.0
Black Friday,Push Notification,574,Delivered,Opened,Clicked,Not Converted,91,2025-01-22 21:41:53,Not Opened,2025-01-21 08:48:50,Not Converted,62,Male,Los Angeles,1.0
Holiday Specials,Email,575,Bounced,Opened,Clicked,Not Converted,599,2024-12-29 11:20:07,Not Opened,2025-01-19 00:12:50,Not Converted,31,Non-Binary,Houston,0.0
Winter Fest,SMS,576,Bounced,Not Opened,Not Clicked,Not Converted,6,2025-01-23 18:24:49,2025-01-24 13:48:29,Not Clicked,2025-01-22 17:18:37,60,Male,New York,0.0
Loyalty Program,SMS,577,Bounced,Not Opened,Clicked,Not Converted,393,2025-01-09 16:38:09,2025-01-05 09:40:11,2025-01-20 20:57:41,Not Converted,40,Female,San Francisco,0.0
Holiday Specials,Email,578,Delivered,Opened,Not Clicked,Converted,349,2025-01-20 14:58:50,Not Opened,Not Clicked,Not Converted,41,Male,Los Angeles,0.0
New Product Launch,Push Notification,579,Bounced,Not Opened,Clicked,Converted,236,2024-12-28 16:03:16,Not Opened,Not Clicked,Not Converted,48,Female,Los Angeles,0.0
Loyalty Program,Push Notification,580,Delivered,Not Opened,Clicked,Converted,1,2025-01-05 05:42:24,Not Opened,Not Clicked,2025-01-24 13:03:35,48,Non-Binary,Los Angeles,1.0
Black Friday,Push Notification,581,Bounced,Opened,Not Clicked,Converted,171,2024-12-30 06:33:45,2025-01-24 14:19:32,Not Clicked,2025-01-18 20:18:41,33,Male,New York,0.0
Loyalty Program,Email,582,Delivered,Opened,Clicked,Not Converted,550,2025-01-07 19:26:56,Not Opened,2025-01-18 00:27:42,2025-01-05 14:44:06,47,Non-Binary,Houston,1.0
Black Friday,SMS,583,Bounced,Not Opened,Clicked,Not Converted,46,2025-01-23 18:35:16,2024-12-27 23:24:38,Not Clicked,Not Converted,32,Male,New York,0.0
Summer Sale,Push Notification,584,Bounced,Not Opened,Not Clicked,Not Converted,15,2025-01-24 23:19:38,2025-01-15 20:12:14,Not Clicked,Not Converted,35,Male,New York,0.0
Holiday Specials,Email,585,Bounced,Opened,Not Clicked,Not Converted,164,2025-01-15 15:32:51,Not Opened,Not Clicked,2025-01-06 13:14:33,55,Male,Chicago,0.0
Winter Fest,Push Notification,586,Delivered,Opened,Not Clicked,Not Converted,122,2025-01-20 13:11:30,2025-01-23 11:43:49,Not Clicked,Not Converted,35,Female,San Francisco,0.0
Summer Sale,SMS,587,Bounced,Not Opened,Not Clicked,Converted,199,2025-01-09 19:38:53,2025-01-21 13:27:50,Not Clicked,2025-01-18 16:08:33,30,Male,Houston,0.0
Winter Fest,Push Notification,588,Delivered,Opened,Clicked,Not Converted,174,2025-01-10 00:10:19,Not Opened,2025-01-16 19:10:43,2025-01-03 04:22:22,41,Female,San Francisco,1.0
Summer Sale,Email,589,Bounced,Opened,Not Clicked,Converted,271,2025-01-17 02:32:41,2025-01-14 03:22:33,2024-12-29 09:55:08,Not Converted,33,Male,Miami,0.0
Holiday Specials,SMS,590,Delivered,Not Opened,Not Clicked,Not Converted,594,2025-01-10 20:35:36,Not Opened,Not Clicked,2025-01-10 02:53:41,34,Non-Binary,Miami,0.0
